103937	13.7656083341636 51.7401000712313
103421	12.9934939031694 52.4053499950669
105831	11.5973835868498 53.0753266474465
103524	13.021959642745 52.3135563508479
101357	12.5081451337228 52.3730460087325
120698	13.6283738003739 52.3023216157563
112768	13.2436535346312 52.746618071196
121332	13.7360528971658 52.3909334271835
102180	13.2271194946957 51.6946678438982
106288	13.9039263675562 52.5897828254351
101679	14.413020239121 51.8565378790556
110838	12.5534616647607 52.4178494097749
103433	12.9748856754715 52.235922251136
180063	12.4944292305897 53.1704072149941
700046	13.0991372481059 52.3650874385049
103342	13.2783019514379 52.3926953212748
100584	13.3582172078548 52.1410192635774
102209	13.3068841038356 51.5967215007045
104437	13.708393586521 51.8559649866873
100675	12.4563416208077 52.4953287824287
101606	12.4855675689002 53.1604824657902
106501	14.0283244540826 52.3277503185476
101205	14.3704326441907 51.5645875236297
112756	13.2411530570783 52.7491074648169
110760	12.5883740732576 52.1479729913151
121058	13.4076905282797 52.3429803817405
103111	13.1907187268419 51.9263299696185
102945	13.2835491846222 53.0138665753204
104188	13.9808683028815 51.5128446397939
112574	14.388068217218 52.5303423070068
640372	13.9951020197339 51.5281099824556
120261	12.5482152193778 52.4026693612421
113220	14.4715782205406 52.3718128971106
401134	14.6483603031888 52.0895893510207
104929	13.3164878373951 52.6693636789907
113311	13.8222705506581 53.3012791831425
401146	13.2453770455906 52.7564526934939
101746	14.1456781258839 51.7579090186642
102120	14.1596397507663 52.148958710349
112860	12.3463579869026 52.5268321647981
112938	13.0337021947898 52.4156289076572
105892	14.5387487315803 52.2406341196895
130485	12.3954504297472 52.9496713814331
104061	11.95856355833 53.0543504173855
106008	13.1318312113027 52.3613109390306
106021	12.3062017188513 52.8307358900049
401109	13.2784498392885 52.4036220047769
104700	13.7704862539103 52.2257182505761
110670	14.1525734331969 52.5056503267078
400490	13.8666759318713 51.9331163392521
106719	14.537117428871 52.3227748475152
113451	13.0961940530733 52.3785365128407
401470	14.31598943925 51.7582142294564
110360	13.4259777936877 52.3253327640766
401031	14.3913137900856 52.5344316356365
401201	13.2715892074779 52.7134833827008
103299	13.1591760746131 52.0920141727031
401250	13.0907696987618 52.3608882807473
106264	13.2070651437304 52.7500445202133
102362	13.5971203746212 52.841797180723
120443	13.7937714432953 52.4649734891781
130886	13.1450411011367 53.0951836161039
105296	12.3360832776896 52.6671823456224
105405	13.076687335091 52.3953137413316
113189	14.0239801072977 51.4530994602128
100419	13.3996035388499 52.3254459002857
105910	13.6526300047934 52.3048126586318
104619	13.6391934212418 52.2412078796991
105429	13.0229256349696 52.3892742833553
112823	12.5827448933711 52.7359383218009
100687	12.4609479744105 52.2767903388535
180026	14.1787872596497 52.0145154219955
105004	13.243913920945 52.7813987958908
102775	12.1822285870482 53.153966520416
121307	13.0993339635174 52.3895838224718
100511	13.250915826391 52.3095266013217
102799	12.2917654000238 52.9719102360527
106331	12.8079893373801 52.9169455908291
111077	13.6129497290923 51.3869001593279
103007	13.8747519363007 53.1840137270954
640013	14.6549540168802 51.7505447004535
101862	14.5389715890705 51.8733640077997
130904	13.9164461733094 52.1972983311409
105272	12.2290034851319 52.5926395123698
401249	12.3355632025916 52.6083864099613
101035	14.1453904957098 52.5014900368038
110395	13.4316674246263 52.2420045161918
105533	13.0615393006178 52.4042287372062
106033	13.8059202299798 52.8326904654892
400403	12.4943713103206 53.1631857479481
120753	13.2041224026409 52.6356156354048
102003	13.9064367178443 51.9393728357792
113440	13.1205666601347 52.3824064419489
106550	14.3362870302495 51.782014075237
106471	13.0903312289294 52.3921631444381
112525	14.4910737598516 52.5731379027873
130187	14.3585017822792 51.5727593559972
102260	14.6308027406655 52.140720455039
130060	13.4661447933803 52.1613097990409
120996	13.2767626388335 52.3959907091905
400970	11.7392446193082 52.9994050528194
100158	13.9522918642353 52.8083339227249
120868	13.0477846784405 52.4014307186471
105284	12.498011608204 52.6036133358322
110759	12.7529156765754 52.1870588504268
100924	14.3285487044362 51.7417782726665
100304	12.7896836249444 52.911867847166
113086	13.7474367845146 52.9748425061815
111673	12.0453002154533 53.1213747244441
400130	13.3895364221675 52.3646371340507
120352	13.8887234224581 51.9450334176412
111508	14.5282109118265 52.1404895579417
400300	12.5858039861159 52.1454923564099
106707	14.6178761647476 51.7239772860298
112150	13.1087518713613 52.5705716559993
104851	13.232278664752 52.7553051360399
104760	13.6414436620349 52.2749417889228
106355	13.2182053225131 52.4032686467027
121095	13.1200296610351 52.3819033615142
110553	14.3418385814401 51.7411970671953
111168	13.9457618324595 52.251330037194
111685	12.0380767593908 53.2536280938025
102283	13.610582368793 52.6785261884025
100894	14.3332327386865 51.7630248335683
110097	14.1331766239916 52.715433176654
110863	14.2582382814132 53.0673690786843
400877	13.0929739392645 52.5594119662379
120390	14.6246003029636 52.1502131249566
102222	14.6715302600006 52.1463252829489
121289	13.0738582580747 52.5774898681773
104474	14.4053454256173 52.4954041638764
111650	14.0640098967958 52.2868516375515
180038	13.5127867498248 52.0422836816891
111120	14.1180993756347 51.9083123880399
700034	13.2140818863575 52.3998076419812
106276	12.8874095539045 52.6006277929557
102570	13.7024590604663 52.4810446477306
101758	14.3281019083385 51.7133085650334
104887	13.2844122568362 52.6726708537316
101760	14.3007120934216 51.7979924525252
100020	14.6511511042972 51.7402383356048
105260	12.3416269923373 52.7529239418462
113402	13.7851649130835 52.5262560652158
105132	14.1998891135755 52.2386798696195
104383	13.6136906296883 51.7769455523609
102763	12.1873624452841 53.1525502897669
106057	12.9932105654713 52.731180073985
102921	13.3322631256566 52.9772223480092
110255	12.7977513439575 52.9266916360901
104796	13.1987396908641 52.6360553919372
111491	14.4100556309681 52.2387664712784
121101	13.4189792064432 52.2841308299267
111200	13.2291177870921 51.6920362336001
101229	14.4032920726959 51.6035853972441
111995	13.1516331317723 52.1032079910626
112975	13.076687335091 52.3953137413316
110383	13.4669017571204 52.2171116823377
104425	13.4201291940177 51.8715003868616
100780	14.3328300028046 51.7254560897189
640359	11.8644157824903 53.076698101972
100961	14.3247230696948 51.7768770513494
103950	13.7103041343432 51.6323848410852
105594	13.7344191549669 52.8376405068836
103718	13.4852260813524 53.1198592425791
103639	12.876258307315 52.6067674082532
100705	12.5850887308447 52.4828129968855
121009	12.8079893373801 52.9169455908291
102428	14.5334208903565 52.3324520991933
100183	14.019308775377 51.6506764613849
103925	13.6171597910412 51.6363063428059
104553	14.2333985301913 52.594675306154
103822	13.5662948432914 51.5684075143451
103561	13.0505699684315 52.5395153741401
120534	13.1754770281927 52.0842738254203
110796	12.406473266865 52.3913247831865
102301	13.4865239160356 52.7942271674218
101059	13.6892963822526 52.5210884079116
130059	13.4410317861383 52.2894861962709
101825	14.684556911066 51.9550431854118
110991	14.6906418897285 51.9547176689816
120856	13.7417524338691 52.8371520768834
113001	13.0918905162987 52.3611221886925
400361	12.5246808967653 52.434884259597
120200	14.3805763855071 51.5506773021363
120662	13.8176422840866 51.4918628485121
102465	14.5342144637836 52.3505081746134
102052	13.7649577058521 51.9760436511822
400890	13.5151591379214 53.1120284248558
111405	14.51794990268 52.3286679105713
106094	13.6759760990556 51.3817302705059
112409	13.766238909026 51.3794602534778
101928	13.5675194707925 51.4080794379718
103202	12.8872943473185 51.956515166036
110826	12.5251055255268 52.426521184244
103408	13.2356057228176 52.4126110166093
106586	13.1154131444165 52.3961084842444
113104	13.8151684440247 52.8757651439456
106161	11.7522094630027 53.0052192250586
400828	12.8993432422164 52.3935621425108
101485	12.5230606012348 52.4262625243089
400889	12.8782406073807 52.6039525951062
121253	13.2456541446378 52.7591450791004
106290	14.5973692928646 51.6382647783429
105363	13.1343294126403 52.3759168130711
100493	13.2654066869642 52.3039677811293
401160	13.296934650254 52.6914448006404
121216	12.5641359058109 52.4131061088186
105946	14.0547394209467 52.376568504342
106343	13.2345629686592 52.3938033615681
104991	13.3768120807286 52.664657978643
121290	13.192682880039 52.3889263348505
110188	12.9018522556185 53.1015912994595
121319	13.465661698923 52.3726992801778
100640	14.0040791449758 53.0198723508236
104103	14.0042515543129 51.5910686557832
130461	12.1773469536784 53.1558651046011
102090	14.2444116453263 52.1729895013402
112586	13.529835823556 52.3950218629429
103688	13.0432397277845 52.5653977395216
400063	13.9610947928841 51.8585850438147
102337	13.5924089346379 52.6815483701591
106446	13.1128399808699 52.3995741432094
101382	12.5620558245706 52.410293552155
113300	12.0843533764718 52.9117131868109
100316	12.810075800134 52.932781858215
130825	14.0426071402343 52.775473953326
130916	13.4875111435788 51.4256617019059
105491	13.0938964704325 52.3953767631582
121344	13.6209272268129 52.6027208707856
121198	13.7474367845146 52.9748425061815
400695	12.1909411234145 53.1527247360345
130606	13.7307790944716 51.6406558268896
640189	14.0697278487124 52.3602973922387
400865	12.8770783764953 52.579735190514
112744	13.3768120807286 52.664657978643
102933	13.3402302070029 52.9838699589435
101400	12.5275839649157 52.4064209572265
101710	14.3925938191494 51.7645424081856
112628	13.7877258051865 52.2915493448691
110954	14.1425139139842 51.8361840138693
101291	12.7529156765754 52.1870588504268
120777	12.3491266931331 52.6102915977438
101023	13.6286017734558 52.5361704969323
113347	13.2178697414383 52.2158611034676
180257	13.6209272268129 52.6027208707856
113098	13.684353105455 52.8412317134127
106409	13.0735115153625 51.9906614842324
112963	13.0133619871628 52.388862117782
113207	13.6470949808281 52.5053470592495
120080	13.2566535622269 52.2986507590384
111648	14.2814519036912 52.3479738446172
101310	12.5895023585922 52.2266097538015
102891	12.4614509916486 52.8934258777593
113165	13.894613049691 51.5612320254655
100250	14.0411012397502 51.7276098049292
103410	12.8899548607059 52.2806443968463
111521	13.7530871345614 52.4539334571318
103044	13.5873214357878 53.3923373428735
121277	13.2345629686592 52.3938033615681
111090	13.8969509860728 51.9429618387101
113463	13.4852257653995 53.1198682286831
105715	13.7443166583479 51.4684671805318
102039	13.9883841521417 52.0536836605917
113293	11.7593288630662 52.9999456647475
111340	13.5317361893295 52.6561057787351
103676	13.0906516486829 52.5741563734792
120170	13.6721157391512 52.5228658555429
120224	12.5874594281103 52.1427205252685
100481	13.2568216244579 52.2966121588427
110565	14.3252829817971 51.7247386358329
130448	13.756661701859 52.4163624344926
100535	13.4084600294039 52.3644709536156
112859	12.3613173383005 52.6060587012968
400385	14.2944005473471 53.0572959991275
111030	13.6218860529874 51.4649339042532
112070	12.9906295646576 52.2890819848929
103305	13.1755706774446 52.0880608817019
112082	13.0049689176355 52.4719388401926
104954	13.3186698244384 52.6310121566668
112495	13.427363225462 51.8723346584677
121241	14.1329421725415 52.7212840386514
104917	13.2768974031133 52.6896087354502
106367	14.061855062714 52.3610622998319
111260	14.6502256537816 52.1384780132928
101990	13.8825091347944 51.9497850191865
105806	14.6502256537816 52.1384780132928
401080	14.0678429593798 52.3514716392548
101850	14.7159241522705 51.9538283252012
121060	12.8880013058558 52.5996852365618
400660	14.0857170613 52.3447873387383
106525	13.5063752485226 51.693173570902
130023	13.9436992067909 51.8628809427901
101953	13.4875111435788 51.4256617019059
112033	13.2182317062413 52.4044379326599
800200	11.9474009115966 52.9578398307949
104723	13.6659105904154 52.2889772216625
120686	14.3888023593065 52.5294920235205
400373	14.2959994888532 53.0598944548955
120881	13.698578482295 51.6306188978381
105466	13.1338523535614 52.3663242337501
112239	13.7544878255874 53.1722001169883
106641	13.6295286705884 52.3162173301509
103366	13.1258604333757 52.3177597099223
106100	14.2988156984572 51.7519538679854
112434	13.7705659047129 51.4919272997617
112549	14.3665477535662 52.6438203099215
106768	13.2107681240472 52.6389889784407
104966	13.1952981349156 52.6108726763073
640414	13.0929739392645 52.5594119662379
120649	13.9894186118198 51.509384750072
103597	12.9410196801019 52.5476316487931
112707	13.0303973811851 52.7628144653323
100341	13.4323018135962 52.2406282644634
106306	13.1278966077596 52.3640540415084
102556	14.6283600911797 52.2024252367302
112410	13.8644342274437 51.4574266874812
103081	13.8593592852028 53.3201219808108
104802	13.0080943551125 52.8127118027128
113116	13.750014178099 52.8694603488749
121265	13.1154131444165 52.3961084842444
112288	13.7111110675231 51.6237973022973
106112	12.5682360409651 52.4160950971318
105636	13.7579651040972 52.8313982425671
120157	14.3310810681155 51.7693875549578
120327	14.7064741113403 51.948068849804
110048	14.1654830571495 52.7640855181494
400713	12.3800432162004 52.9511219528297
102271	14.6350089842266 52.148132960049
113049	13.1370031243946 52.3640541241715
100365	12.7622279153224 52.814578199379
400919	13.4801207818105 53.1158924489983
400555	13.2242004495298 51.6949384806961
104711	13.5920238025243 52.3602822738784
180105	13.9273411468492 52.3953864820827
106483	13.2839379734668 52.664769889234
112630	13.6274698302263 52.3528770988102
111790	13.1641894140357 53.0039109904267
401316	13.8168613223456 52.8474090808025
400191	14.3355903809033 51.763316918106
130369	13.4865239160356 52.7942271674218
102349	13.6402568033851 52.7660784485942
400294	14.3749164317108 51.555340990694
130862	12.7975508525648 52.9239005984345
113499	13.6691724484114 52.3405869007066
120364	14.2435997552866 52.1691272070432
106150	13.4932388251625 52.7265053413331
640451	14.2582382814132 53.0673690786843
400737	13.3309888141418 52.9724125168359
130898	12.3062017188513 52.8307358900049
180166	14.2808926250322 52.3480603483868
103536	13.0768808727367 52.5586750359132
100754	12.6958878129331 52.4129967641746
400336	12.5105438487985 52.413706798815
120704	13.6184268780891 52.2925221911091
800132	11.7547808911264 52.9938049170993
130849	13.6117064216427 52.2889188319635
106410	14.3769328387894 53.2098660308488
401298	13.10032945014 52.3722190072288
104668	13.6117064216427 52.2889188319635
105867	13.8672102298455 53.4566460779574
105351	13.0970201458858 52.3781182213993
401407	14.1042156817938 52.5781974104939
180210	13.4150629004327 52.2796635517127
120984	13.7531611154691 52.4158760252836
100146	14.0257453306572 52.7857112762612
121034	13.6295286705884 52.3162173301509
112999	13.1162217853356 52.3961033934805
100547	13.4234246775592 52.3492605311574
400038	13.9309387261711 52.7939929924261
180142	13.822993057519 52.2731688709819
110498	12.2903213772579 52.2686611192884
120420	14.0547394209467 52.376568504342
112010	13.2703655184431 52.3979562911513
106574	12.5434204263526 52.3971473219954
111818	13.3303463535155 52.9716932422124
103287	13.1514591364519 52.1031782865083
105971	14.3476694862113 51.7898643534958
104863	13.1951066358527 52.7203096256685
130163	13.7510712742202 52.5199493389649
102568	13.7160907880517 52.4670328518551
110127	13.9495462823206 51.7420679926978
100729	12.6010413213098 52.2841634056899
103445	12.9084203570563 52.4334671541273
112136	12.8434347598732 52.4745164084101
101618	12.5030125923124 53.1728264532339
400105	12.8107953404811 52.9312036575495
111867	14.0098376169077 53.2102398779744
110220	12.8570490959644 52.8470073748613
103548	12.8776920166609 52.6043024289894
400993	13.7508736279957 51.4998661472811
400087	12.7958592707667 52.9229341163841
400282	14.3960310530005 51.5718614935829
106604	13.586075029278 52.684826484499
113050	13.050280794446 52.3974976052314
103329	12.923600760844 52.3821755640389
104504	14.5480718258408 52.54766624228
401341	13.7574402218936 52.8331458489056
105790	14.4371834476675 51.6746426443425
101151	13.9790396064103 52.6340396349741
400579	14.6472376557112 52.1356909600123
120716	13.6188026519908 52.3737252763562
111089	13.3506410597683 51.5474634332274
106380	14.3705667246711 51.5705497707391
180014	13.7114864845464 52.5157937922734
104826	13.3274230837636 52.7725359520968
103317	13.1345592441907 52.2336898875723
101047	13.7110921106653 52.514162170267
102994	13.2457581945996 53.137257841849
105843	11.478315138546 53.0992273571397
120431	14.0697278487124 52.3602973922387
106240	13.9273411468492 52.3953864820827
401274	13.0603314200815 52.3855152473704
104115	14.0059308929683 51.5835746534633
110292	12.7963024002494 52.9147961622903
121083	13.5395082496053 52.6584674933121
106720	13.0027350479749 52.4224109585651
160015	13.1435889759568 52.3677724113044
111703	12.2263693119233 52.8875182635806
103020	13.9134631750754 53.4111856119959
130370	13.5455969485249 52.6296012106152
120340	13.5246415353012 51.4545422367885
120250	12.5514581343244 52.4234821271691
120480	12.3929814633445 52.9483942965808
105880	13.8988281784889 51.5181098599251
105077	11.8001591437836 53.007006043861
400269	13.844202814102 52.5396949340782
130801	13.2109458410179 52.6393423167837
100572	13.4259436648831 52.294456056973
115540	13.020871542434 52.3809854879623
102660	14.0685726399665 52.3621583594411
111533	13.8758604377256 52.3455124960856
120091	13.4248966347283 52.2937947172054
105764	13.4673648745271 52.7506553473202
401183	13.2008259825523 52.6521992187698
112124	12.8837695514301 52.6065961782217
700022	14.5269686931212 52.336103567165
104590	14.3866869165097 52.532142203904
104978	13.2665786114597 52.7446357451911
110206	12.9935915063698 52.9676177496776
121186	13.560799441598 51.6386683474851
100948	14.3194324370307 51.7470038476541
101503	12.4384323074581 52.3818693631273
100067	14.6433962058528 51.7502674371205
106215	14.0020149961759 53.0188751622442
104693	13.5337265942348 52.2695621419936
103810	13.6495334292308 51.6954911535283
102623	14.0728760901665 52.3733586407538
104565	14.2263046484178 52.6637908652757
120741	13.2828234914941 52.6724500395326
101333	12.4462445411455 52.1101228309489
105016	13.2617718756726 52.7578269782822
106628	13.4641924151226 52.2739829438874
120236	14.3427673951883 51.766018735358
120273	14.2916038850811 53.0595087851067
112379	13.9862284476881 51.5167756408972
113074	14.0436155709185 52.8660297671624
105788	13.3692590113983 51.4429784816862
