name,houseNumbers,districtNumber,schoolId
Karl-Marx-Str.,ung. 41-73,33,Schule+am+Griebnitzsee
Klopstockstr.,gesamt,33,Schule+am+Griebnitzsee
Körnerweg,gesamt,33,Schule+am+Griebnitzsee
Lessingstr.,gesamt,33,Schule+am+Griebnitzsee
Lilian-Harvey-Str.,gesamt,33,Schule+am+Griebnitzsee
Marlene-Dietrich-Allee,gesamt,33,Schule+am+Griebnitzsee
Merkurstr.,gesamt,33,Schule+am+Griebnitzsee
Otto-Erich-Str.,gesamt,33,Schule+am+Griebnitzsee
Pasteurstr.,ung. 23-25 ; ger. 24-26,33,Schule+am+Griebnitzsee
Paul-Neumann-Str.,ger. 2-84,33,Schule+am+Griebnitzsee
Plantagenhof,gesamt,33,Schule+am+Griebnitzsee
Plantagenplatz,ohne HNr.,33,Schule+am+Griebnitzsee
Plantagenstr.,ung. 3-19 ; ger. 4-20,33,Schule+am+Griebnitzsee
Prof.-Dr.-Helmert-Str.,gesamt,33,Schule+am+Griebnitzsee
Quentin-Tarantino-Str.,gesamt,33,Schule+am+Griebnitzsee
Reuterstr.,gesamt,33,Schule+am+Griebnitzsee
Robert-Koch-Str.,gesamt,33,Schule+am+Griebnitzsee
Rosa-Luxemburg-Str.,ung. 1-15B ; ger. 18-40,33,Schule+am+Griebnitzsee
Rosa-Luxemburg-Str.,ung. 19-41 ; ger. 2-14,33,Schule+am+Griebnitzsee
Rosenstr.,gesamt,33,Schule+am+Griebnitzsee
Rotdornweg,gesamt,33,Schule+am+Griebnitzsee
Rote-Kreuz-Str.,gesamt,33,Schule+am+Griebnitzsee
Rud.-Breitscheid-Str.,ung. 113A-233 ; ger. 112-236A,33,Schule+am+Griebnitzsee
Sauerbruchstr.,gesamt,33,Schule+am+Griebnitzsee
Scheffelstr.,ung. 19-27 ; ger. 20-38,33,Schule+am+Griebnitzsee
Semmelweisstr.,ung. 41-49,33,Schule+am+Griebnitzsee
Spitzweggasse,ung. 3-9 ; ger. 4-8,33,Schule+am+Griebnitzsee
Stahnsdorfer Str.,gesamt,33,Schule+am+Griebnitzsee
Steinstr.,ung. 1-27A ; ger. 2-18,33,Schule+am+Griebnitzsee
Stubenrauchstr.,gesamt,33,Schule+am+Griebnitzsee
Uhlandstr.,gesamt,33,Schule+am+Griebnitzsee
Virchowstr.,gesamt,33,Schule+am+Griebnitzsee
Wasserstr.,gesamt,33,Schule+am+Griebnitzsee
Zarah-Leander-Str.,gesamt,33,Schule+am+Griebnitzsee
Alter Markt,gesamt,19,Rosa-Luxemburg-Schule
Am Alten Markt,gesamt,19,Rosa-Luxemburg-Schule
Am Bassin,gesamt,19,Rosa-Luxemburg-Schule
Am Kanal,gesamt,19,Rosa-Luxemburg-Schule
Behlertstr.,ung. 1-3A ; ger. 34-44,19,Rosa-Luxemburg-Schule
Behlertstr.,ung. 33-45A ; ger. 2-4,19,Rosa-Luxemburg-Schule
Berliner Str.,gesamt,19,Rosa-Luxemburg-Schule
Böcklinstr.,gesamt,19,Rosa-Luxemburg-Schule
Brandenburger Str.,ung. 35-41 ; ger. 34-42,19,Rosa-Luxemburg-Schule
Brauerstr.,gesamt,19,Rosa-Luxemburg-Schule
Breite Str.,ohne HNr.,19,Rosa-Luxemburg-Schule
Burgstr.,gesamt,19,Rosa-Luxemburg-Schule
Charlottenstr.,ung. 47-89 ; ger. 40-88,19,Rosa-Luxemburg-Schule
Chileplatz,gesamt,19,Rosa-Luxemburg-Schule
Dürerstr.,gesamt,19,Rosa-Luxemburg-Schule
Eltesterstr.,gesamt,19,Rosa-Luxemburg-Schule
Französische Str.,gesamt,19,Rosa-Luxemburg-Schule
Freundschaftsinsel,gesamt,19,Rosa-Luxemburg-Schule
Friedrich-Ebert-Str.,ung. 5-19 ; ger. 4-18,19,Rosa-Luxemburg-Schule
Fritz-Rumpf-Str.,gesamt,19,Rosa-Luxemburg-Schule
GA Berliner Vorstadt,gesamt,19,Rosa-Luxemburg-Schule
Große Fischerstr.,gesamt,19,Rosa-Luxemburg-Schule
Gutenbergstr.,ung. 33-57 ; ger. 34-58,19,Rosa-Luxemburg-Schule
Hans-Thoma-Str.,ung. 1-7 ; ger. 2-6A,19,Rosa-Luxemburg-Schule
Hebbelstr.,ung. 1-1D,19,Rosa-Luxemburg-Schule
Heilig-Geist-Str.,gesamt,19,Rosa-Luxemburg-Schule
Helmholtzstr.,gesamt,19,Rosa-Luxemburg-Schule
Holzmarktstr.,gesamt,19,Rosa-Luxemburg-Schule
Humboldtstr.,gesamt,19,Rosa-Luxemburg-Schule
Im Französischen Quartier,gesamt,19,Rosa-Luxemburg-Schule
Im Staudenhof,gesamt,19,Rosa-Luxemburg-Schule
Joliot-Curie-Str.,gesamt,19,Rosa-Luxemburg-Schule
Kleine Fischerstr.,gesamt,19,Rosa-Luxemburg-Schule
Kurfürstenstr.,ung. 33-35 ; ger. 32-34,19,Rosa-Luxemburg-Schule
Leonardo-da-Vinci-Str.,gesamt,19,Rosa-Luxemburg-Schule
Ludwig-Richter-Str.,gesamt,19,Rosa-Luxemburg-Schule
Mangerstr.,ung. 1-41 ; ger. 2-42,19,Rosa-Luxemburg-Schule
Menzelstr.,gesamt,19,Rosa-Luxemburg-Schule
Mühlenweg,gesamt,19,Rosa-Luxemburg-Schule
Otto-Braun-Platz,gesamt,19,Rosa-Luxemburg-Schule
Otto-Nagel-Str.,gesamt,19,Rosa-Luxemburg-Schule
Platz der Einheit,gesamt,19,Rosa-Luxemburg-Schule
Posthofstr.,gesamt,19,Rosa-Luxemburg-Schule
Rembrandtstr.,gesamt,19,Rosa-Luxemburg-Schule
Rubensstr.,gesamt,19,Rosa-Luxemburg-Schule
Schiffbauergasse,gesamt,19,Rosa-Luxemburg-Schule
Schwanenallee,gesamt,19,Rosa-Luxemburg-Schule
Seestr.,gesamt,19,Rosa-Luxemburg-Schule
Steubenplatz,gesamt,19,Rosa-Luxemburg-Schule
Tizianstr.,gesamt,19,Rosa-Luxemburg-Schule
Türkstr.,gesamt,19,Rosa-Luxemburg-Schule
Alexander-Klein-Str.,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Am Drachenberg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Am Golfplatz,ung. 15-19 ; ger. 10-20,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Am Krongut,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Am Vogelherd,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Amtsstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Amundsenstr.,ung. 1G ; ger. 2-60,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Amundsenstr.,ung. 29-39,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
An der Orangerie,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Apfelweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Birnenweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Blumenstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Bornstedter Str.,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Bussardweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Charles-Tellier-Platz,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
David-Gilly-Str.,ung. 1-5,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Dennis-Gabor-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Eichenallee,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Erwin-Barth-Str.,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Fintelmannstr.,ung. 1-33,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Fliederweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Friedrich-Kunert-Weg,ger. 4-8,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Fritz-Encke-Str.,ger. 2-14,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Am Drachenberg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Am Lindstedter Tor,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA An d. Katharinenholz,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA An der Amundsenstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Bornstedter Feld,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Habichtweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Kurzes Feld,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
GA Zur Schlehenhecke,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Grabenstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Grenzallee,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Gustav-Meyer-Str.,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Habichtweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Haeberlinweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Heinrich-Zeininger-Str.,ung. 1-3 ; ger. 2-4,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Heisenbergstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Hermann-Mächtig-Str.,ger. 4-12G,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Hermann-Mattern-Promenade,ung. 1-101,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Herta-Hammerbacher-Str.,ung. 3 ; ger. 2-10E,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Katharinenholzstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Kirschallee,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Lendelallee,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Lerchensteig,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Ludwig-Boltzmann-Str.,ger. 2-4,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Ludwig-Lesser-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Maulbeerallee,5 ,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Melchior-Bauer-Str.,ung. 5 ; ger. 2-22B,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Nedlitzer Str.,ohne HNr.,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Neue Kirschallee,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Nietnerstr.,ung. 1-7 ; ger. 4-14,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Orville-Wright-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Pappelallee,ung. 15-17 ; ger. 14-20,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Paul-Engelhard-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Potsdamer Str.,ung. 1-33 ; ger. 164-200,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Potsdamer Str.,ung. 163-201 ; ger. 2-34,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Reiherweg,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Ribbeckstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Schulplatz,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Siegward-Sprotte-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Thaerstr.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Theodor-Echtermeyer-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Von-Klitzing-Str.,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Walter-Funcke-Str.,25 ,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Zum Kurzen Feld,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Zum Lausebusch,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Zum Reiherstand,gesamt,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Zur Historischen Mühle,ung. 1 ; ger. 2,25,Karl-Foerster-Schule+St%C3%A4dtische+Grundschule+Potsdam
Am Friedhof,gesamt,56,Grundschule+Im+Kirchsteigfeld
Am Hirtengraben,ung. 1-37 ; ger. 2-8B,56,Grundschule+Im+Kirchsteigfeld
Am Silbergraben,gesamt,56,Grundschule+Im+Kirchsteigfeld
Anni-von-Gottberg-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Bellavitestr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Bettina-von-Arnim-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Büringstr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Clara-Schumann-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Dorothea-Schneider-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Eleonore-Prochaska-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Gertrud-Kolmar-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Heiner-Carow-Platz,gesamt,56,Grundschule+Im+Kirchsteigfeld
Johanna-Just-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Kamblystr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Karoline-Schulze-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Kirchstr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Konrad-Wolf-Allee,ohne HNr.,56,Grundschule+Im+Kirchsteigfeld
Lise-Meitner-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
M.-Buber-Neumann-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Maimi-von-Mirbach-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Marie-Hannemann-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Marie-Juchacz-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Maxie-Wander-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Mildred-Harnack-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Munthestr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Nelly-Sachs-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Nuthedamm,ung. 3-15 ; ger. 2-14,56,Grundschule+Im+Kirchsteigfeld
Pierre-de-Gayette-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Priesterweg,ohne HNr.,56,Grundschule+Im+Kirchsteigfeld
Ricarda-Huch-Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Schadowstr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Schinkelstr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Stülerstr.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Trebbiner Str.,gesamt,56,Grundschule+Im+Kirchsteigfeld
Zum Teich,gesamt,56,Grundschule+Im+Kirchsteigfeld
Am Gehölz,gesamt,45,Grundschule+Am+Pappelhain
Am Mittelbusch,gesamt,45,Grundschule+Am+Pappelhain
An der Parforceheide,gesamt,45,Grundschule+Am+Pappelhain
Bahnhofstr.,gesamt,45,Grundschule+Am+Pappelhain
Bebraer Str.,6 ,45,Grundschule+Am+Pappelhain
Beethovenstr.,gesamt,45,Grundschule+Am+Pappelhain
Chopinstr.,gesamt,45,Grundschule+Am+Pappelhain
Eulenkamp,gesamt,45,Grundschule+Am+Pappelhain
Fichtenallee,gesamt,45,Grundschule+Am+Pappelhain
Flotowstr.,gesamt,45,Grundschule+Am+Pappelhain
Fuldaer Str.,gesamt,45,Grundschule+Am+Pappelhain
GA Naturfreunde,gesamt,45,Grundschule+Am+Pappelhain
GA Schäferfichten,gesamt,45,Grundschule+Am+Pappelhain
GA Wochenend,gesamt,45,Grundschule+Am+Pappelhain
Gagarinstr.,gesamt,45,Grundschule+Am+Pappelhain
Galileistr.,gesamt,45,Grundschule+Am+Pappelhain
Gaußstr.,gesamt,45,Grundschule+Am+Pappelhain
Gluckstr.,gesamt,45,Grundschule+Am+Pappelhain
Großbeerenstr.,ung. 209-359 ; ger. 208-366,45,Grundschule+Am+Pappelhain
Grotrianstr.,gesamt,45,Grundschule+Am+Pappelhain
Hans-Grade-Ring,gesamt,45,Grundschule+Am+Pappelhain
Hubertusdamm,gesamt,45,Grundschule+Am+Pappelhain
Im Schäferfeld,gesamt,45,Grundschule+Am+Pappelhain
In der Aue,gesamt,45,Grundschule+Am+Pappelhain
Jagdhausstr.,gesamt,45,Grundschule+Am+Pappelhain
Johannes-Kepler-Platz,gesamt,45,Grundschule+Am+Pappelhain
Katharinastr.,gesamt,45,Grundschule+Am+Pappelhain
Kellerstr.,gesamt,45,Grundschule+Am+Pappelhain
Kohlhasenbrücker Str.,gesamt,45,Grundschule+Am+Pappelhain
Laplacering,gesamt,45,Grundschule+Am+Pappelhain
Leibnizring,gesamt,45,Grundschule+Am+Pappelhain
Lilienthalstr.,gesamt,45,Grundschule+Am+Pappelhain
Lortzingstr.,gesamt,45,Grundschule+Am+Pappelhain
M.-Bartholdy-Str.,gesamt,45,Grundschule+Am+Pappelhain
Max-Born-Str.,gesamt,45,Grundschule+Am+Pappelhain
Mozartstr.,gesamt,45,Grundschule+Am+Pappelhain
Neuendorfer Str.,10 ,45,Grundschule+Am+Pappelhain
Neuendorfer Str.,12 ,45,Grundschule+Am+Pappelhain
Neuendorfer Str.,ung. 15 ; ger. 14,45,Grundschule+Am+Pappelhain
Neuendorfer Str.,ung. 35-41 ; ger. 16-42,45,Grundschule+Am+Pappelhain
Newtonstr.,gesamt,45,Grundschule+Am+Pappelhain
Niels-Bohr-Ring,gesamt,45,Grundschule+Am+Pappelhain
Otto-Hahn-Ring,gesamt,45,Grundschule+Am+Pappelhain
Otto-Haseloff-Str.,gesamt,45,Grundschule+Am+Pappelhain
Parallelweg,gesamt,45,Grundschule+Am+Pappelhain
Patrizierweg,gesamt,45,Grundschule+Am+Pappelhain
Pietschkerstr.,gesamt,45,Grundschule+Am+Pappelhain
Ratsweg,gesamt,45,Grundschule+Am+Pappelhain
Röhrenstr.,gesamt,45,Grundschule+Am+Pappelhain
Schäferweg,gesamt,45,Grundschule+Am+Pappelhain
Schubertstr.,gesamt,45,Grundschule+Am+Pappelhain
Schulsteig,gesamt,45,Grundschule+Am+Pappelhain
Schwarzschildstr.,gesamt,45,Grundschule+Am+Pappelhain
Steinstr.,ung. 39-105 ; ger. 44B-166,45,Grundschule+Am+Pappelhain
Sternstr.,ung. 31-37 ; ger. 30-38,45,Grundschule+Am+Pappelhain
Tschaikowskiweg,gesamt,45,Grundschule+Am+Pappelhain
Turmstr.,ung. 17-47 ; ger. 22-46,45,Grundschule+Am+Pappelhain
Unionssiedlung,gesamt,45,Grundschule+Am+Pappelhain
Wagnerstr.,gesamt,45,Grundschule+Am+Pappelhain
Waldhornweg,gesamt,45,Grundschule+Am+Pappelhain
Wildeberstr.,gesamt,45,Grundschule+Am+Pappelhain
Ziolkowskistr.,gesamt,45,Grundschule+Am+Pappelhain
Albert-Einstein-Str.,ung. 1-25 ; ger. 2-24,37,Grundschule+am+Humboldtring
Alt Nowawes,ohne HNr.,37,Grundschule+am+Humboldtring
Alter Tornow,gesamt,37,Grundschule+am+Humboldtring
Altes Bahnwerk,gesamt,37,Grundschule+am+Humboldtring
Altstadtblick,gesamt,37,Grundschule+am+Humboldtring
Am Havelblick,ung. 1-5A ; ger. 2-8,37,Grundschule+am+Humboldtring
Am Magazin,gesamt,37,Grundschule+am+Humboldtring
Am Neuen Tornow,gesamt,37,Grundschule+am+Humboldtring
Am Speicher,gesamt,37,Grundschule+am+Humboldtring
Am Stellwerk,gesamt,37,Grundschule+am+Humboldtring
Am Uferpark,gesamt,37,Grundschule+am+Humboldtring
An der Fährwiese,gesamt,37,Grundschule+am+Humboldtring
An der Kornmühle,gesamt,37,Grundschule+am+Humboldtring
An der Lokremise,gesamt,37,Grundschule+am+Humboldtring
An der Vorderkappe,gesamt,37,Grundschule+am+Humboldtring
Babelsberger Str.,gesamt,37,Grundschule+am+Humboldtring
Brauhausberg,ung. 1-35 ; ger. 10-36,37,Grundschule+am+Humboldtring
Daimlerstr.,gesamt,37,Grundschule+am+Humboldtring
Dieselstr.,ung. 1-17 ; ger. 2-18,37,Grundschule+am+Humboldtring
Edisonallee,gesamt,37,Grundschule+am+Humboldtring
Finkenweg,gesamt,37,Grundschule+am+Humboldtring
Friedhofsgasse,ung. 1-17,37,Grundschule+am+Humboldtring
Friedrich-Engels-Str.,ung. 1-15 ; ger. 26-104,37,Grundschule+am+Humboldtring
Friedrich-Engels-Str.,ung. 25-103 ; ger. 2-16,37,Grundschule+am+Humboldtring
Friedrich-List-Str.,gesamt,37,Grundschule+am+Humboldtring
Friedrich-Wilhelm-Boelcke-Str.,gesamt,37,Grundschule+am+Humboldtring
Friesenstr.,gesamt,37,Grundschule+am+Humboldtring
GA Alter Tornow,gesamt,37,Grundschule+am+Humboldtring
GA Angergrund,gesamt,37,Grundschule+am+Humboldtring
GA Nuthetal,gesamt,37,Grundschule+am+Humboldtring
GA Süd-West,gesamt,37,Grundschule+am+Humboldtring
GA Übergang,gesamt,37,Grundschule+am+Humboldtring
GA Waldwiese,gesamt,37,Grundschule+am+Humboldtring
Glasmeisterstr.,gesamt,37,Grundschule+am+Humboldtring
Großbeerenstr.,ung. 1-27 ; ger. 2-24,37,Grundschule+am+Humboldtring
Hans-Marchwitza-Ring,gesamt,37,Grundschule+am+Humboldtring
Havelstr.,gesamt,37,Grundschule+am+Humboldtring
Heinrich-Mann-Allee,ung. 1-23A ; ger. 2-24A,37,Grundschule+am+Humboldtring
Heinrich-Mann-Allee,107 ,37,Grundschule+am+Humboldtring
Hermannswerder,gesamt,37,Grundschule+am+Humboldtring
Horstweg,ung. 47-47B,37,Grundschule+am+Humboldtring
Horstweg,ung. 93 ; ger. 82,37,Grundschule+am+Humboldtring
Humboldtring,gesamt,37,Grundschule+am+Humboldtring
Inselweg,gesamt,37,Grundschule+am+Humboldtring
Jahnstr.,gesamt,37,Grundschule+am+Humboldtring
Johannsenstr.,gesamt,37,Grundschule+am+Humboldtring
Karl-Foerster-Str.,gesamt,37,Grundschule+am+Humboldtring
Karl-Liebknecht-Str.,ung. 1-5 ; ger. 136-140,37,Grundschule+am+Humboldtring
Karl-Liebknecht-Str.,ung. 137-139B ; ger. 2-4,37,Grundschule+am+Humboldtring
Küsselstr.,gesamt,37,Grundschule+am+Humboldtring
Lange Brücke,ung. 1 ; ger. 2,37,Grundschule+am+Humboldtring
Leipziger Str.,gesamt,37,Grundschule+am+Humboldtring
Leiterstr.,gesamt,37,Grundschule+am+Humboldtring
Lotte-Pulewka-Str.,gesamt,37,Grundschule+am+Humboldtring
Luisenhof,gesamt,37,Grundschule+am+Humboldtring
Lutherplatz,gesamt,37,Grundschule+am+Humboldtring
Max-Planck-Str.,gesamt,37,Grundschule+am+Humboldtring
Max-Volmer-Str.,gesamt,37,Grundschule+am+Humboldtring
Michendorfer Chaussee,ung. 1-5 ; ger. 2-4,37,Grundschule+am+Humboldtring
Michendorfer Chaussee,ung. 19-21 ; ger. 18-20,37,Grundschule+am+Humboldtring
